title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
The Seven Silly Eaters,Mary Ann Hoberman,https://www.goodreads.com/book/show/204910.The_Seven_Silly_Eaters,The Seven Silly Eaters,Mary Ann Hoberman,https://covers.openlibrary.org/b/id/112615-L.jpg,https://openlibrary.org/works/OL15043937W,"Peter only wants milk, Lucy insists on pink lemonade, and Jack is stuck on applesauce. Each new addition to the Peters clan brings another demand for a special dish. Mrs. Peters, loving mother that she is, does her best to fulfill each new request but the preparations get to be exhausting. It isn't until her birthday arrives that an unexpected present from her seven youngsters solves her problem and surprises them all. Marla Frazee's lively and detailed drawings of the Peters household add to the fun. -- Author's website.

Seven fussy eaters find a way to surprise their mother.",The Seven Silly Eaters,Mary Ann Hoberman
"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,https://www.goodreads.com/book/show/11312.Over_Sea_Under_Stone,"Over Sea, Under Stone (The Dark Is Rising #1)",Susan Cooper,https://covers.openlibrary.org/b/id/436197-L.jpg,https://openlibrary.org/works/OL894247W,"On holiday in Cornwall, the three Drew children discover an ancient map in the attic of the house that they are staying in. They know immediately that it is special. It is even more than that -- the key to finding a grail, a source of power to fight the forces of evil known as the Dark. And in searching for it themselves, the Drews put their very lives in peril. 
This is the first volume of Susan Cooper's brilliant and absorbing fantasy sequence known as The Dark Is Rising.","Over Sea, Under Stone (The Dark Is Rising, #1)",Susan Cooper
Bears in the Night,Stan Berenstain,https://www.goodreads.com/book/show/900067.Bears_in_the_Night,Bears in the Night,Stan Berenstain,https://covers.openlibrary.org/b/id/255199-L.jpg,https://openlibrary.org/works/OL72941W,"""Seven bears sneak out of bed, through the window, and across the dark countryside to investigate the source of a noise.""",Bears In The Night,Stan Berenstain
"My Side of the Mountain (Mountain, #1)",Jean Craighead George,https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain,My side of the mountain,Jean Craighead George,https://covers.openlibrary.org/b/id/108669-L.jpg,https://openlibrary.org/works/OL111900W,"A young boy relates his adventures during the year he spends living alone in the Catskill Mountains, including his struggle for survival, his dependence on nature, his animal friends, and his ultimate realization that he needs human companionship.","My Side Of The Mountain (Mountain, #1)",Jean Craighead George
The Way Things Work,David Macaulay,https://www.goodreads.com/book/show/304889.The_Way_Things_Work,The Way Things Work,David Macaulay,https://covers.openlibrary.org/b/id/257822-L.jpg,https://openlibrary.org/works/OL15130328W,Text and numerous detailed illustrations introduce and explain the scientific principles and workings of hundreds of machines. Includes new material about digital technology.,The Way Things Work,David Macaulay
"The Substitute Teacher from the Black Lagoon (Black Lagoon, #15)",Mike Thaler,https://www.goodreads.com/book/show/647651.The_Substitute_Teacher_from_the_Black_Lagoon,Substitute Teacher from the Black Lagoon,Mike Thaler,https://covers.openlibrary.org/b/id/11723132-L.jpg,https://openlibrary.org/works/OL21237424W,An elementary school class must contend with a substitute teacher that seems like the monster Frankenstein.,"The Substitute Teacher From The Black Lagoon (Black Lagoon, #15)",Mike Thaler
"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",Sydney Taylor,https://www.goodreads.com/book/show/7926.All_of_a_Kind_Family,All-of-a-Kind Family,Sydney Taylor,https://covers.openlibrary.org/b/id/244721-L.jpg,https://openlibrary.org/works/OL6329150W,"The life of a Jewish family with seven children growing up on New York's Lower East Side in the early twentieth century is the subject of this series. It includes All-of-a-Kind Family Downtown, All-of-a-Kind Family Uptown, Ella of All-of-a-Kind Family, and others.","All-Of-A-Kind Family (All-Of-A-Kind-Family, #1)",Sydney Taylor
Wilfrid Gordon McDonald Partridge,Mem Fox,https://www.goodreads.com/book/show/153168.Wilfrid_Gordon_McDonald_Partridge,Wilfrid Gordon McDonald Partridge,Mem Fox,https://covers.openlibrary.org/b/id/2659805-L.jpg,https://openlibrary.org/works/OL650921W,"A small boy tries to discover the meaning of ""memory"" so he can restore that of an elderly friend.",Wilfrid Gordon Mcdonald Partridge,Mem Fox
Esio Trot,Roald Dahl,https://www.goodreads.com/book/show/194755.Esio_Trot,Esio Trot,Roald Dahl,https://covers.openlibrary.org/b/id/8223130-L.jpg,https://openlibrary.org/works/OL45869W,"Another whimsical book by author Roald Dahl.
Mr. Hoppy is in love with Mrs. Silver, but she doesn't even know he's alive.  The only one she has eyes for is her pet tortoise, Alfie. How can Mr. Hoppy get her to notice him? Why, with magic, of course! An ancient spell, and 140 special tortoises are just the tools he needs ― because the way to Mrs. Silver's heart is through her tortoise!",Esio Trot,Roald Dahl
"Princess Academy (Princess Academy, #1)",Shannon Hale,https://www.goodreads.com/book/show/85990.Princess_Academy,Princess Academy,Shannon Hale,https://covers.openlibrary.org/b/id/844492-L.jpg,https://openlibrary.org/works/OL5738591W,Well Written and exciting!!!,"Princess Academy (Princess Academy, #1)",Shannon Hale
"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,https://www.goodreads.com/book/show/325416.The_Voyages_of_Doctor_Dolittle,The Voyages of Doctor Dolittle,Hugh Lofting,https://covers.openlibrary.org/b/id/281218-L.jpg,https://openlibrary.org/works/OL1449063W,"When his colleague Long Arrow disappears, Dr. Dolittle sets off with his assistant, Tommy Stubbins, his dog, Jip, and Polynesia the parrot on an adventurous voyage over tropical seas to floating Spidermonkey Island.","The Voyages Of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting
The Berenstain Bears No Girls Allowed,Stan Berenstain,https://www.goodreads.com/book/show/310039.The_Berenstain_Bears_No_Girls_Allowed,"The Berenstain Bears, no girls allowed",Stan Berenstain,https://covers.openlibrary.org/b/id/6598881-L.jpg,https://openlibrary.org/works/OL73010W,"Annoyed that Sister Bear always beats them at baseball and other ""boy"" type activities, her brother and other male cubs try to exclude her from their new club.",The Berenstain Bears No Girls Allowed,Stan Berenstain
"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,https://www.goodreads.com/book/show/77392.Anne_of_the_Island,Anne of the Island,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14639028-L.jpg,https://openlibrary.org/works/OL77748W,"New adventures lie ahead for Anne Shirley as she packs her bags, waves goodbye to childhood, and heads for Redmond College. With her old friend Prissy Grant waiting in the bustling city of Kingsport, and frivolous new pal Philippa Gordon at her side, Anne spreads her wings and discovers life on her own terms, filled with surprises: the joys of sharing a house with her irrepressible friends, her very first sale of a story - and a marriage proposal from the worst fellow imaginable!","Anne Of The Island (Anne Of Green Gables, #3)",L.M. Montgomery
The Berenstain Bears in the Dark,Stan Berenstain,https://www.goodreads.com/book/show/310070.The_Berenstain_Bears_in_the_Dark,The Berenstain Bears in the dark,Stan Berenstain,https://covers.openlibrary.org/b/id/4272635-L.jpg,https://openlibrary.org/works/OL72963W,"When Brother Bear brings a spooky book from the library, bedtime and the dark become ominous and threatening to Sister Bear.",The Berenstain Bears In The Dark,Stan Berenstain
A Fly Went By,Mike McClintock,https://www.goodreads.com/book/show/980501.A_Fly_Went_By,A fly went by,Marshall McClintock,https://covers.openlibrary.org/b/id/6696556-L.jpg,https://openlibrary.org/works/OL15608214W,A sheep with its foot caught in a tin can sets off a chase with a fly in the lead.,A Fly Went By,Mike Mcclintock
"Papa, Please Get the Moon for Me",Eric Carle,https://www.goodreads.com/book/show/47674.Papa_Please_Get_the_Moon_for_Me,"Papa, please get the moon for me",Eric Carle,https://covers.openlibrary.org/b/id/683740-L.jpg,https://openlibrary.org/works/OL53010W,"Monica's father fulfills her request for the moon by taking it down after it is small enough to carry, but it continues to change in size. Some pages fold out to display particularly large pictures.","Papa, Please Get The Moon For Me",Eric Carle
"Ramona and Her Father (Ramona, #4)",Beverly Cleary,https://www.goodreads.com/book/show/91247.Ramona_and_Her_Father,Ramona and Her Father,Beverly Cleary,https://covers.openlibrary.org/b/id/15087264-L.jpg,https://openlibrary.org/works/OL151989W,"Lately Ramona had the terrible feeling that she was the only happy member of the Quimby family. Since her father lost his job, he seemed too worried to love her anymore. Ramona's mother and big sister Beezus had become awfully busy and and grouchy. Even Picky-picky, the family cat, was grumpy. He didn't like her new cheaper food and had eaten the Quimby's Halloween jack-o'-lantern instead.

Ramona tried everything she could to make things better. With Beezus's help she launched a campaign to stop her father from smoking so much, but he didn't seem to appreciate it. Ramona also tried to act adorable, like kids in TV commercials. Mr. Quimby said the boy who sang the Whopperburger jingle made a million dollars year! Ramona wanted to make a million dollars, too, because then her father would surely be fun again.


----------
Also included in:

 - [The Trouble with Ramona and Beezus](https://openlibrary.org/works/OL17377136W)","Ramona And Her Father (Ramona, #4)",Beverly Cleary
Silly Sally,Audrey Wood,https://www.goodreads.com/book/show/815262.Silly_Sally,Silly Sally,Audrey Wood,https://covers.openlibrary.org/b/id/113225-L.jpg,https://openlibrary.org/works/OL547437W,"A rhyming story of Silly Sally, who makes many friends as she travels to town--backwards and upside down.",Silly Sally,Audrey Wood
Piggies,Audrey Wood,https://www.goodreads.com/book/show/815264.Piggies,Piggies,Don Wood,https://covers.openlibrary.org/b/id/1120516-L.jpg,https://openlibrary.org/works/OL4478176W,Ten little piggies dance on a young child's fingers and toes before finally going to sleep.,Piggies,Audrey Wood
The Pigeon Finds a Hot Dog!,Mo Willems,https://www.goodreads.com/book/show/197512.The_Pigeon_Finds_a_Hot_Dog_,The Pigeon finds a hot dog!,Mo Willems,https://covers.openlibrary.org/b/id/3334789-L.jpg,https://openlibrary.org/works/OL5759980W,A cute duckling 🐥 is bothering the pigeon over a hot dog!! Who will win this battle?,The Pigeon Finds A Hot Dog!,Mo Willems
There's an Alligator under My Bed (There's Something in My Room Series),Mercer Mayer,https://www.goodreads.com/book/show/724174.There_s_an_Alligator_under_My_Bed,There is an alligator under my bed,Mercer Mayer,https://covers.openlibrary.org/b/id/12664263-L.jpg,https://openlibrary.org/works/OL79049W,"The alligator under his bed makes a boy's bedtime hazardous operation, until he lures it out of the house and into the garage.",There'S An Alligator Under My Bed (There'S Something In My Room Series),Mercer Mayer
"The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,https://www.goodreads.com/book/show/239810.The_Best_Christmas_Pageant_Ever,The Best Christmas Pageant Ever,Barbara Robinson,https://covers.openlibrary.org/b/id/50055-L.jpg,https://openlibrary.org/works/OL3534104W,"The six mean Herdman kids lie, steal, smoke cigars (even the girls) and then become involved in the community Christmas pageant.","The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson
If You Take a Mouse to the Movies,Laura Numeroff,https://www.goodreads.com/book/show/826583.If_You_Take_a_Mouse_to_the_Movies,If You Take a Mouse To The Movies,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/24550-L.jpg,https://openlibrary.org/works/OL61458W,"Taking a mouse to the movies can lead to letting him do other things, such as making a snowman, listening to Christmas carols, and decorating the Christmas tree.",If You Take A Mouse To The Movies,Laura Numeroff
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,Wizard's Castle (Howl's Moving Castle #1-2),Diana Wynne Jones,https://covers.openlibrary.org/b/id/8051799-L.jpg,https://openlibrary.org/works/OL16104968W,"Dianne Wynne Jones is the secret master of fantasy books about young people. This book is a rollicking ride filled with puzzles and prophecies and contains the book Howl's Moving Castle, and the book Castle In the Air.","Howl’S Moving Castle (Howl’S Moving Castle, #1)",Diana Wynne Jones
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,https://www.goodreads.com/book/show/65641.The_Silver_Chair,The Silver Chair,C.S. Lewis,https://covers.openlibrary.org/b/id/6950992-L.jpg,https://openlibrary.org/works/OL71078W,Jill and Eustace must rescue the Prince from the evil Witch.,"The Silver Chair (Chronicles Of Narnia, #4)",C.S. Lewis
Parts,Tedd Arnold,https://www.goodreads.com/book/show/1197646.Parts,Parts,Tedd Arnold,https://covers.openlibrary.org/b/id/3853780-L.jpg,https://openlibrary.org/works/OL478819W,A five-year-old boy thinks his body is falling apart until he learns new teeth grow and hair and skin replace themselves.,Parts,Tedd Arnold
The Very Quiet Cricket,Eric Carle,https://www.goodreads.com/book/show/125423.The_Very_Quiet_Cricket,The very quiet cricket,Eric Carle,https://covers.openlibrary.org/b/id/259476-L.jpg,https://openlibrary.org/works/OL53023W,A very quiet cricket who wants to rub his wings together and make a sound as do so many other animals finally achieves his wish. The cricket's sound is reproduced at the end of the book.,The Very Quiet Cricket,Eric Carle
The Berenstain Bears Get the Gimmies,Stan Berenstain,https://www.goodreads.com/book/show/1129297.The_Berenstain_Bears_Get_the_Gimmies,The Berenstain Bears Get the Gimmies,Stan Berenstain,https://covers.openlibrary.org/b/id/6793630-L.jpg,https://openlibrary.org/works/OL15829412W,"**When a cub's behavior takes a turn for the worst, it's hard for parents to know what to do first.**

***Gran and Gramps come up with a plan to help selfish Brother and Sister Bear get rid of a bad case of the galloping greedy gimmies.***",The Berenstain Bears Get The Gimmies,Stan Berenstain
Maniac Magee,Jerry Spinelli,https://www.goodreads.com/book/show/139463.Maniac_Magee,Maniac Magee,Jerry Spinelli,https://covers.openlibrary.org/b/id/10134677-L.jpg,https://openlibrary.org/works/OL77104W,"Jeffrey Lionel ""Maniac"" Magee might have lived a normal life if a freak accident hadn't made him an orphan. After living with his unhappy and uptight aunt and uncle for eight years, he decides to run--and not just run away, but run. This is where the myth of Maniac Magee begins, as he changes the lives of a racially divided small town with his amazing and legendary feats.",Maniac Magee,Jerry Spinelli
The Hat,Jan Brett,https://www.goodreads.com/book/show/196951.The_Hat,The Hat,Jan Brett,https://covers.openlibrary.org/b/id/259667-L.jpg,https://openlibrary.org/works/OL13928W,"When Lisa hangs her woolen clothes in the sun to air them out for winter, the hedgehog, to the amusement of the other animals, ends up wearing a stocking on his head.",The Hat,Jan Brett
"A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle,https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet,A Swiftly Tilting Planet (Time Quintet #3),Madeleine L'Engle,https://covers.openlibrary.org/b/id/8223424-L.jpg,https://openlibrary.org/works/OL41492W,"The Murry and OKeefe families enlist the help of the unicorn, Gaudior, to save the world from imminent nuclear war. In this companion volume to A Wrinkle In  Time (Newbery Award winner) and A Wind In The Door, fifteen-year-old  Charles Wallace and the unicorn Gaudior undertake a perilous journey through time in a desperate attempt to stop the destruction of the world by the  mad dictator Madog Branzillo. They are not alone in  their quest. Charles Wallace's sister, Meg -- grown and expecting her first child, but still able to enter her brother's thoughts and emotions by ""kything"" -- goes with him in spirit. But in overcoming the challenges, Charles Wallace must face the ultimate test of his faith and  will, as he is sent within four people from  another time, there to search for a way to avert the  tragedy threatening them all. - Publisher.","A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle
The Owl and the Pussycat,Edward Lear,https://www.goodreads.com/book/show/716946.The_Owl_and_the_Pussycat,Owl and the pussy-cat,Edward Lear,https://covers.openlibrary.org/b/id/1536152-L.jpg,https://openlibrary.org/works/OL937391W,"After a courtship voyage of a year and a day, Owl and Pussy finally buy a ring from Piggy and are blissfully married.",The Owl And The Pussycat,Edward Lear
"Peter Nimble and His Fantastic Eyes (Peter Nimble, #1)",Jonathan Auxier,https://www.goodreads.com/book/show/10806008-peter-nimble-and-his-fantastic-eyes,Peter Nimble and His Fantastic Eyes (Peter Nimble #1),Jonathan Auxier,https://covers.openlibrary.org/b/id/6917173-L.jpg,https://openlibrary.org/works/OL16091698W,"*Peter Nimble and His Fantastic Eyes* is the utterly beguiling tale of a ten-year-old blind orphan who has been schooled in a life of thievery. One fateful afternoon, he steals a box from a mysterious traveling haberdasher—a box that contains three pairs of magical eyes. When he tries the first pair, he is instantly transported to a hidden island where he is presented with a special quest: to travel to the dangerous Vanished Kingdom and rescue a people in need. Along with his loyal sidekick—a knight who has been turned into an unfortunate combination of horse and cat—and the magic eyes, he embarks on an unforgettable, swashbuckling adventure to discover his true destiny.

The companion book is called ""Sophie Quire and the Last Storyguard.""","Peter Nimble And His Fantastic Eyes (Peter Nimble, #1)",Jonathan Auxier
"Blue Hat, Green Hat",Sandra Boynton,https://www.goodreads.com/book/show/252268.Blue_Hat_Green_Hat,"Blue hat, green hat",Sandra Boynton,https://covers.openlibrary.org/b/id/438047-L.jpg,https://openlibrary.org/works/OL1738440W,Humorous animal characters introduce the basic colors and familiar items of clothing. On board pages.,"Blue Hat, Green Hat",Sandra Boynton
The Empty Pot,Demi,https://www.goodreads.com/book/show/332575.The_Empty_Pot,The Empty Pot,Demi,https://covers.openlibrary.org/b/id/1316265-L.jpg,https://openlibrary.org/works/OL103647W,Ping's courage and honesty reward him King's throne.,The Empty Pot,Demi
Sector 7,David Wiesner,https://www.goodreads.com/book/show/29313.Sector_7,Sector 7,David Wiesner,https://covers.openlibrary.org/b/id/256731-L.jpg,https://openlibrary.org/works/OL2971044W,"Beginning with a school trip to the Empire State Building, a boy makes friends with a mischievous little cloud, who whisks him away to the Cloud Dispatch Center for Sector 7 (the region that includes New York City). The clouds are bored with their everyday shapes, so the boy obligingly starts to sketch some new ones. . . .",Sector 7,David Wiesner
"Otherwise Known as Sheila the Great (Fudge, #2)",Judy Blume,https://www.goodreads.com/book/show/80670.Otherwise_Known_as_Sheila_the_Great,Otherwise Known as Sheila the Great,Judy Blume,https://covers.openlibrary.org/b/id/10830248-L.jpg,https://openlibrary.org/works/OL1838365W,"Otherwise Known as Sheila the Great is a children's novel by Judy Blume, first published in 1972. It is the second book in the Fudge series.","Otherwise Known As Sheila The Great (Fudge, #2)",Judy Blume
The Saggy Baggy Elephant,Kathryn Jackson,https://www.goodreads.com/book/show/825576.The_Saggy_Baggy_Elephant,The Saggy Baggy Elephant,Kathryn Jackson,https://covers.openlibrary.org/b/id/166355-L.jpg,https://openlibrary.org/works/OL1689751W,In the first of two stories an elephant's worries about his wrinkles are solved and in the second a lion finds a cure for his hunger.,The Saggy Baggy Elephant,Kathryn Jackson
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,https://www.goodreads.com/book/show/6148028-catching-fire,Catching Fire,Suzanne Collins,https://covers.openlibrary.org/b/id/12646539-L.jpg,https://openlibrary.org/works/OL5735360W,"Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. 

Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.

In Catching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.","Catching Fire (The Hunger Games, #2)",Suzanne Collins
Tom's Midnight Garden,Philippa Pearce,https://www.goodreads.com/book/show/543086.Tom_s_Midnight_Garden,Tom's Midnight Garden,Philippa Pearce,https://covers.openlibrary.org/b/id/3077039-L.jpg,https://openlibrary.org/works/OL2004807W,"Daytime life for Tom is dull, but each night he participates in the lives of the former inhabitants of the old house in which he is spending an enforced vacation.",Tom'S Midnight Garden,Philippa Pearce
"The Tale of Two Bad Mice (World of Beatrix Potter, #5)",Beatrix Potter,https://www.goodreads.com/book/show/585747.The_Tale_of_Two_Bad_Mice,The Tale of Two Bad Mice,Beatrix Potter,https://covers.openlibrary.org/b/id/6604329-L.jpg,https://openlibrary.org/works/OL108768W,"While the dolls are away, two curious, naughty mice explore the dolls' house and steal their furniture.","The Tale Of Two Bad Mice (World Of Beatrix Potter, #5)",Beatrix Potter
"On the Banks of Plum Creek (Little House, #4)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek,On the Banks of Plum Creek,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/30787-L.jpg,https://openlibrary.org/works/OL1719794W,"Laura and her family move to Minnesota where they live in a dugout until a new house is built and face misfortunes caused by flood, blizzard, and grasshoppers.","On The Banks Of Plum Creek (Little House, #4)",Laura Ingalls Wilder
Belly Button Book,Sandra Boynton,https://www.goodreads.com/book/show/488883.Belly_Button_Book,Belly button book!,Sandra Boynton,https://covers.openlibrary.org/b/id/6815719-L.jpg,https://openlibrary.org/works/OL15852691W,Hippopotamuses celebrate their belly buttons.,Belly Button Book,Sandra Boynton
"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,https://www.goodreads.com/book/show/74998.The_Magic_Faraway_Tree,The magic Faraway Tree,Enid Blyton,https://covers.openlibrary.org/b/id/14605635-L.jpg,https://openlibrary.org/works/OL1948587W,Wonderful tale for kids about a magical tree and the people who live in it.,"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton
Elmer,David McKee,https://www.goodreads.com/book/show/1223119.Elmer,Elmer,David McKee,https://covers.openlibrary.org/b/id/430501-L.jpg,https://openlibrary.org/works/OL114550W,"All the elephants of the jungle were gray except Elmer, who was a patchwork of brilliant colors until the day he got tired of being different and making the other elephants laugh.",Elmer,David Mckee
The Scrambled States of America,Laurie Keller,https://www.goodreads.com/book/show/199485.The_Scrambled_States_of_America,The scrambled states of America,Laurie Keller,https://covers.openlibrary.org/b/id/580802-L.jpg,https://openlibrary.org/works/OL2751467W,The states become bored with their positions on the map and decide to change places for a while. Includes facts about the states.,The Scrambled States Of America,Laurie Keller
Where's Waldo?,Martin Handford,https://www.goodreads.com/book/show/344189.Where_s_Waldo_,Where's Waldo?,Martin Handford,https://covers.openlibrary.org/b/id/515075-L.jpg,https://openlibrary.org/works/OL2657320W,The reader follows Waldo and other characters as they travel through various scenes and tries to find them and their lost objects in the illustrations.,Where'S Waldo?,Martin Handford
Something from Nothing,Phoebe Gilman,https://www.goodreads.com/book/show/887573.Something_from_Nothing,Something from nothing,Phoebe Gilman,https://covers.openlibrary.org/b/id/384385-L.jpg,https://openlibrary.org/works/OL1943878W,"In this retelling of a traditional Jewish folktale, Joseph's baby blanket is transformed into ever smaller items as he grows until there is nothing left--but then Joseph has an idea.",Something From Nothing,Phoebe Gilman
The Twenty-One Balloons,William Pène du Bois,https://www.goodreads.com/book/show/837501.The_Twenty_One_Balloons,The twenty-one balloons,William Pène Du Bois,https://covers.openlibrary.org/b/id/7273786-L.jpg,https://openlibrary.org/works/OL5279534W,"Professor William Waterman Sherman just wants to be alone. So he decides to take a year off and spend it crossing the Pacific Ocean in a hot-air balloon the likes of which no one has ever seen. But when he is found after just three weeks floating in the Atlantic among the wreckage of twenty hot-air balloons, naturally, the world is eager to know what happened. How did he end up with so many balloons . . . and in the wrong ocean?",The Twenty-One Balloons,William Pène Du Bois
The Railway Children,E. Nesbit,https://www.goodreads.com/book/show/164531.The_Railway_Children,The Railway Children,Edith Nesbit,https://covers.openlibrary.org/b/id/13241123-L.jpg,https://openlibrary.org/works/OL99509W,"When Father mysteriously goes away, the children and their mother leave their happy life in London to go and live in a small cottage in the country. 'The Three Chimneys' lies beside a railway track - a constant source of enjoyment to all three. They make friends with the Station Master and Perks the Porter, as well as the jovial 'Old Gentleman' who waves to them everyday from the train. But the mystery remains: where is Father, and will he ever return?",The Railway Children,E. Nesbit
The View from Saturday,E.L. Konigsburg,https://www.goodreads.com/book/show/4538.The_View_from_Saturday,The view from Saturday,E. L. Konigsburg,https://covers.openlibrary.org/b/id/12817776-L.jpg,https://openlibrary.org/works/OL2987259W,"Four students, with their own individual stories, develop a special bond and attract the attention of their teacher, a paraplegic, who chooses them to represent their sixth-grade class in the Academic Bowl competition.",The View From Saturday,E.L. Konigsburg
Old Possum's Book of Practical Cats,T.S. Eliot,https://www.goodreads.com/book/show/402128.Old_Possum_s_Book_of_Practical_Cats,Old Possum's book of practical cats,T. S. Eliot,https://covers.openlibrary.org/b/id/1015632-L.jpg,https://openlibrary.org/works/OL1142289W,"T. S. Eliot’s playful cat poems have delighted readers and cat lovers around the world ever since they were first published in 1939. They were originally composed for his godchildren, with Eliot posing as Old Possum himself, and later inspired the legendary musical Cats. Now with vibrant illustrations by the award-winning Axel Scheffler, this captivating edition makes a wonderful new home for Mr. Mistoffelees, Growltiger, the Rum Tum Tugger, Macavity the mystery cat, and many other memorable strays. It’s the perfect complement to the beloved previous edition, which remains available. - Publisher.",Old Possum'S Book Of Practical Cats,T.S. Eliot
Possum Magic,Mem Fox,https://www.goodreads.com/book/show/977817.Possum_Magic,Possum magic,Mem Fox,https://covers.openlibrary.org/b/id/112761-L.jpg,https://openlibrary.org/works/OL650933W,"When Grandma Poss's magic turns Hush invisible, the two possums take a culinary tour of Australia to find the food that will make her visible once more.",Possum Magic,Mem Fox
Outside Over There,Maurice Sendak,https://www.goodreads.com/book/show/120711.Outside_Over_There,Outside over there,Maurice Sendak,https://covers.openlibrary.org/b/id/3094342-L.jpg,https://openlibrary.org/works/OL2568824W,"With Papa off to sea and Mama despondent, Ida must go outside over there to rescue her baby sister from goblins who steal her to be a goblin's bride.",Outside Over There,Maurice Sendak
Millions of Cats,Wanda Gág,https://www.goodreads.com/book/show/621739.Millions_of_Cats,Millions of cats,Wanda Gág,https://covers.openlibrary.org/b/id/6610541-L.jpg,https://openlibrary.org/works/OL2013432W,"Millions of Cats is a wonderful tale of vanity versus humility, written and illustrated by the singular Wanda Gag. An old man and his wife decide to get a cat, so the old man goes out in search of the prettiest cat of all. When he is forced to choose from ""hundreds, thousands, millions and billions and trillions"" of cats, he (naturally) brings them all home. When the wife points out their inability to support the legion of felines, it is left to the cats to decide who among them is the prettiest. Anyone who has ever owned more than a single cat can tell you what happens next.

Gag's simple, appealing black ink drawings are perfect for the story, somehow capturing at least the idea of millions of cats in a single page. Repeated lines and the sing-song title refrain make this a read-aloud natural.(Ages 4 to 8) --This text refers to the Hardcover edition. 

""This Newbery Honor winner is distinguished by innovative design and a strong storyteller's cadence."" (School Library Journal's ""One Hundred Books that Shaped the Century"")",Millions Of Cats,Wanda Gág
"The Jungle Book (Jungle Book, #1)",Rudyard Kipling,https://www.goodreads.com/book/show/77270.The_Jungle_Book,The Jungle Book,Rudyard Kipling,https://covers.openlibrary.org/b/id/3344204-L.jpg,https://openlibrary.org/works/OL19870W,"The adventures of Mowgli, a man-child raised by wolves in the jungle, have captured the imaginations not just of children, but of all readers, for generations.","The Jungle Book (Jungle Book, #1)",Rudyard Kipling
Ox-Cart Man,Donald Hall,https://www.goodreads.com/book/show/608601.Ox_Cart_Man,Ox-cart man,Donald Hall,https://covers.openlibrary.org/b/id/401186-L.jpg,https://openlibrary.org/works/OL266050W,Describes the day-to-day life throughout the changing seasons of an early 19th-century New England family,Ox-Cart Man,Donald Hall
The Princess and the Goblin,George MacDonald,https://www.goodreads.com/book/show/444381.The_Princess_and_the_Goblin,The princess and the goblin,George MacDonald,https://covers.openlibrary.org/b/id/13192917-L.jpg,https://openlibrary.org/works/OL6583284W,A little princess is protected by her friend Curdie who knows how to frighten the goblin miners who live beneath the castle.,The Princess And The Goblin,George Macdonald
The Berenstain Bears Learn About Strangers,Stan Berenstain,https://www.goodreads.com/book/show/764436.The_Berenstain_Bears_Learn_About_Strangers,The Berenstain Bears learn about strangers,Stan Berenstain,https://covers.openlibrary.org/b/id/4196958-L.jpg,https://openlibrary.org/works/OL72964W,The Berenstain Bear cubs learn not to be overly friendly with strangers and give their rules for dealing with them.,The Berenstain Bears Learn About Strangers,Stan Berenstain
